file,line,symbol,literal,semantic_name,classification,yaml_file,yaml_path,schema_field,consumer,action
app/engine_analysis/scalping_semantics.py,25,NOT_EVALUATED,'NOT_EVALUATED',NOT_EVALUATED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:25:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,26,CONFLICTING,'CONFLICTING',CONFLICTING,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:26:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,27,INVALID,'INVALID',INVALID,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:27:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,66,getattr,'analysis_context',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:66:literal_fallback,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,86,getattr,'entry_quality',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:86:literal_fallback,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,90,provenance,'CLOSED_5M_IMPULSE_PHASE_DIAGNOSTIC',provenance,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:90:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,93,provenance,'ANALYSIS_SOURCE_UNAVAILABLE',provenance,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:93:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,96,provenance,'CLOSED_5M_ANALYSIS_EVIDENCE',provenance,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:96:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/scalping_semantics.py,68,getattr,'regime',getattr,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/scalping_semantics.py:68:literal_fallback,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,13,UP,'UP',UP,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:13:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,14,DOWN,'DOWN',DOWN,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:14:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,15,FLAT,'FLAT',FLAT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:15:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,16,UNKNOWN,'UNKNOWN',UNKNOWN,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:16:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,25,NOT_EVALUATED,'NOT_EVALUATED',NOT_EVALUATED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:25:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,31,NISON,'NISON',NISON,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:31:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,32,ALTUNINA,'ALTUNINA',ALTUNINA,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:32:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,33,SCHWAGER,'SCHWAGER',SCHWAGER,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:33:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,34,ENGINE_ANALYSIS,'ENGINE_ANALYSIS',ENGINE_ANALYSIS,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schemas.py:34:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schemas.py,46,volume,0.0,volume,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:46:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,87,contribution,0.0,contribution,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:87:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,134,trend_score,0.0,trend_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:134:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,135,range_score,0.0,range_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:135:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,136,candlestick_score,0.0,candlestick_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:136:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,137,level_score,0.0,level_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:137:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,138,breakout_score,0.0,breakout_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:138:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,139,false_breakout_penalty,0.0,false_breakout_penalty,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:139:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,140,indicator_score,0.0,indicator_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:140:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,141,confluence_score,0.0,confluence_score,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:141:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,142,conflict_penalty,0.0,conflict_penalty,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:142:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,143,data_quality_penalty,0.0,data_quality_penalty,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:143:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,181,safe_for_runtime_trading,False,safe_for_runtime_trading,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:181:assignment,numeric/boolean algorithm structure
app/engine_analysis/schemas.py,182,live_trading_connected,False,live_trading_connected,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schemas.py:182:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,21,ZONE_CLUSTER_TOLERANCE_RATIO,0.003,ZONE_CLUSTER_TOLERANCE_RATIO,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:21:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,22,MIN_ZONE_TOUCHES,2,MIN_ZONE_TOUCHES,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:22:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,23,MIN_RANGE_TOUCHES,4,MIN_RANGE_TOUCHES,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:23:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,24,MIN_INSIDE_CLOSE_RATIO,0.6,MIN_INSIDE_CLOSE_RATIO,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:24:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,25,MIN_RANGE_WIDTH_RATIO,0.003,MIN_RANGE_WIDTH_RATIO,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:25:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,26,MAX_RANGE_WIDTH_RATIO,0.2,MAX_RANGE_WIDTH_RATIO,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:26:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,27,BREAKOUT_BUFFER_RATIO,0.001,BREAKOUT_BUFFER_RATIO,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:27:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,28,FOLLOW_THROUGH_LOOKAHEAD,2,FOLLOW_THROUGH_LOOKAHEAD,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:28:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,29,FALSE_BREAKOUT_LOOKAHEAD,3,FALSE_BREAKOUT_LOOKAHEAD,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:29:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,30,RETEST_LOOKAHEAD,5,RETEST_LOOKAHEAD,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:30:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,31,MIN_RANGE_DURATION,4,MIN_RANGE_DURATION,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:31:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,32,MIN_BOUNDARY_ALTERNATIONS,2,MIN_BOUNDARY_ALTERNATIONS,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:32:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,33,MIN_CONFIRMATION_CLOSES,3,MIN_CONFIRMATION_CLOSES,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:33:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,34,BREAKOUT_CONFIRMATION_DISTANCE_RATIO,0.005,BREAKOUT_CONFIRMATION_DISTANCE_RATIO,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:34:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,35,FALSE_BREAKOUT_TIME_LOOKAHEAD,4,FALSE_BREAKOUT_TIME_LOOKAHEAD,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:35:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,36,RETEST_DEPARTURE_RATIO,0.003,RETEST_DEPARTURE_RATIO,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:36:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,296,contribution_sign,1,contribution_sign,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:296:function_default,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,40,SUPPORT,'SUPPORT',SUPPORT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:40:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,41,RESISTANCE,'RESISTANCE',RESISTANCE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:41:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,45,UPWARD,'UPWARD',UPWARD,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:45:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,46,DOWNWARD,'DOWNWARD',DOWNWARD,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:46:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,47,NONE,'NONE',NONE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:47:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,51,NO_BREAKOUT,'NO_BREAKOUT',NO_BREAKOUT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:51:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,52,ATTEMPT,'ATTEMPT',ATTEMPT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:52:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,53,CONFIRMED,'CONFIRMED',CONFIRMED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:53:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,54,NO_FOLLOW_THROUGH,'NO_FOLLOW_THROUGH',NO_FOLLOW_THROUGH,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:54:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,55,FALSE_BREAKOUT,'FALSE_BREAKOUT',FALSE_BREAKOUT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:55:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,56,RETEST_HELD,'RETEST_HELD',RETEST_HELD,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:56:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,57,RETEST_FAILED,'RETEST_FAILED',RETEST_FAILED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:57:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,58,RETURNED_TO_RANGE,'RETURNED_TO_RANGE',RETURNED_TO_RANGE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:58:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,62,NONE,'NONE',NONE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:62:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,63,CLOSE_COUNT,'CLOSE_COUNT',CLOSE_COUNT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:63:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,64,DISTANCE,'DISTANCE',DISTANCE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:64:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,65,CLOSE_COUNT_AND_DISTANCE,'CLOSE_COUNT_AND_DISTANCE',CLOSE_COUNT_AND_DISTANCE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:65:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,69,NONE,'NONE',NONE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:69:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,70,RETURNED_INSIDE,'RETURNED_INSIDE',RETURNED_INSIDE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:70:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,71,INITIAL_PRICE_CONFIRMATION,'INITIAL_PRICE_CONFIRMATION',INITIAL_PRICE_CONFIRMATION,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:71:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,72,STRONG_PRICE_CONFIRMATION,'STRONG_PRICE_CONFIRMATION',STRONG_PRICE_CONFIRMATION,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:72:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,73,TIME_CONFIRMATION,'TIME_CONFIRMATION',TIME_CONFIRMATION,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:73:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,74,INVALIDATED,'INVALIDATED',INVALIDATED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:74:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,78,NONE,'NONE',NONE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:78:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,79,RESISTANCE_TO_SUPPORT,'RESISTANCE_TO_SUPPORT',RESISTANCE_TO_SUPPORT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:79:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,80,SUPPORT_TO_RESISTANCE,'SUPPORT_TO_RESISTANCE',SUPPORT_TO_RESISTANCE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:80:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,81,FAILED,'FAILED',FAILED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/schwager_range_context.py:81:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/schwager_range_context.py,94,formed_at_index,0,formed_at_index,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:94:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,95,first_touch_index,0,first_touch_index,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:95:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,96,last_touch_index,0,last_touch_index,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:96:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,101,is_significant_single_extreme,False,is_significant_single_extreme,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:101:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,138,formed_at_index,0,formed_at_index,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:138:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,139,first_touch_index,0,first_touch_index,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:139:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,140,duration_candles,0,duration_candles,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:140:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,141,boundary_alternation_count,0,boundary_alternation_count,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:141:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,173,analysis_start_index,0,analysis_start_index,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:173:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,175,confirmation_close_count,0,confirmation_close_count,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:175:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,178,maximum_distance_ratio,0.0,maximum_distance_ratio,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:178:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,180,return_depth_ratio,0.0,return_depth_ratio,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:180:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,181,reversal_candle_count,0,reversal_candle_count,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:181:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,183,false_breakout_invalidated,False,false_breakout_invalidated,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:183:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,483,return_depth,0.0,return_depth,UNKNOWN_REQUIRES_TRACE,,,,app/engine_analysis/schwager_range_context.py:483:assignment,trace behavior authority; no direct YAML reference on this expression
app/engine_analysis/schwager_range_context.py,485,invalidated,False,invalidated,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:485:assignment,numeric/boolean algorithm structure
app/engine_analysis/schwager_range_context.py,501,invalidated,True,invalidated,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/schwager_range_context.py:501:assignment,numeric/boolean algorithm structure
app/engine_analysis/technical_indicator_context.py,35,period,14,period,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/technical_indicator_context.py:35:function_default,numeric/boolean algorithm structure
app/engine_analysis/technical_indicator_context.py,69,period,14,period,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/technical_indicator_context.py:69:function_default,numeric/boolean algorithm structure
app/engine_analysis/technical_indicator_context.py,13,BULLISH,'BULLISH',BULLISH,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/technical_indicator_context.py:13:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/technical_indicator_context.py,14,BEARISH,'BEARISH',BEARISH,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/technical_indicator_context.py:14:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/technical_indicator_context.py,15,NEUTRAL,'NEUTRAL',NEUTRAL,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/technical_indicator_context.py:15:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/technical_indicator_context.py,16,UNAVAILABLE,'UNAVAILABLE',UNAVAILABLE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_analysis/technical_indicator_context.py:16:assignment,identity/protocol literal; verify consumer contract
app/engine_analysis/technical_indicator_context.py,178,bullish,0,bullish,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/technical_indicator_context.py:178:assignment,numeric/boolean algorithm structure
app/engine_analysis/technical_indicator_context.py,220,minimum_votes,2,minimum_votes,ALGORITHM_STRUCTURE_LITERAL,,,,app/engine_analysis/technical_indicator_context.py:220:assignment,numeric/boolean algorithm structure
app/engine_execution/approval_policy.py,12,PRODUCTION_APPROVED,'PRODUCTION_APPROVED',PRODUCTION_APPROVED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/approval_policy.py:12:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/approval_policy.py,13,RESEARCH_ONLY,'RESEARCH_ONLY',RESEARCH_ONLY,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/approval_policy.py:13:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,7,PAPER,'PAPER',PAPER,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:7:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,8,DRY_RUN,'DRY_RUN',DRY_RUN,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:8:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,9,LIVE,'LIVE',LIVE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:9:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,13,BUY,'BUY',BUY,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:13:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,14,SELL,'SELL',SELL,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:14:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,18,MARKET_INTENT,'MARKET_INTENT',MARKET_INTENT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:18:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,19,LIMIT_INTENT,'LIMIT_INTENT',LIMIT_INTENT,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:19:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,23,READY,'READY',READY,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:23:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,24,REJECTED,'REJECTED',REJECTED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:24:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,25,DUPLICATE,'DUPLICATE',DUPLICATE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:25:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,26,DISABLED,'DISABLED',DISABLED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:26:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,30,ACKNOWLEDGED,'ACKNOWLEDGED',ACKNOWLEDGED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:30:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,31,REJECTED,'REJECTED',REJECTED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:31:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,32,DUPLICATE,'DUPLICATE',DUPLICATE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:32:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,33,DISABLED,'DISABLED',DISABLED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:33:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,37,LIVE_EXECUTION_DISABLED,'LIVE_EXECUTION_DISABLED',LIVE_EXECUTION_DISABLED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:37:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,38,STRATEGY_NOT_APPROVED,'STRATEGY_NOT_APPROVED',STRATEGY_NOT_APPROVED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:38:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,39,RISK_NOT_APPROVED,'RISK_NOT_APPROVED',RISK_NOT_APPROVED,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:39:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,40,INVALID_QUANTITY,'INVALID_QUANTITY',INVALID_QUANTITY,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:40:assignment,identity/protocol literal; verify consumer contract
app/engine_execution/enums.py,41,INVALID_PRICE,'INVALID_PRICE',INVALID_PRICE,PROTOCOL_OR_SCHEMA_IDENTITY,,,,app/engine_execution/enums.py:41:assignment,identity/protocol literal; verify consumer contract
